"Unfiltered word count","Occurrences","Percentage"
"rusland",5,0.0402
"minder",5,0.0402
"groot",5,0.0402
"wanneer",5,0.0402
"uitzending",5,0.0402
"ziet",5,0.0402
"europees",5,0.0402
"ieder",5,0.0402
"woord",5,0.0402
"vaak",5,0.0402
"zetten",5,0.0402
"druk",5,0.0402
"uitgevoerd",5,0.0402
"politieke",5,0.0402
"staatssecretaris",5,0.0402
"vijf",5,0.0402
"procedure",5,0.0402
"capaciteit",5,0.0402
"geleden",5,0.0402
"samenleving",5,0.0402
"inzet",5,0.0402
"plaats",5,0.0402
"daarvoor",5,0.0402
"binnen",5,0.0402
"ind",5,0.0402
"waarden",5,0.0402
"week",5,0.0402
"asielzoeker",5,0.0402
"nos",5,0.0402
"belangrijk",5,0.0402
"bijvoorbeeld",5,0.0402
"locaties",5,0.0402
"brengen",5,0.0402
"vrijwilligers",4,0.0321
50,4,0.0321
"radarbeelden",4,0.0321
"stok",4,0.0321
"af",4,0.0321
"et",4,0.0321
"os",4,0.0321
"sp",4,0.0321
"bedoeling",4,0.0321
"bert",4,0.0321
"gebruik",4,0.0321
"aanzien",4,0.0321
"bereid",4,0.0321
"keer",4,0.0321
"doorheen",4,0.0321
"denken",4,0.0321
"nooit",4,0.0321
"immers",4,0.0321
"tafel",4,0.0321
"dijkhoff",4,0.0321
"richting",4,0.0321
"omstandigheden",4,0.0321
"geweest",4,0.0321
"geef",4,0.0321
"brief",4,0.0321
"eerlijk",4,0.0321
"weken",4,0.0321
"dreigingsbeeld",4,0.0321
"meteen",4,0.0321
"juist",4,0.0321
"geheel",4,0.0321
"terrorisme",4,0.0321
"vaker",4,0.0321
"controle",4,0.0321
"iedere",4,0.0321
"mijnheer",4,0.0321
"beter",4,0.0321
"ligt",4,0.0321
"soort",4,0.0321
"dadelijk",4,0.0321
"formele",4,0.0321
"gerecht",4,0.0321
"bekijken",4,0.0321
"grens",4,0.0321
"liggen",4,0.0321
"december",4,0.0321
"cetera",4,0.0321
"schaam",4,0.0321
"procent",4,0.0321
"begrijp",4,0.0321
"manier",4,0.0321
"kleiner",4,0.0321
"shoppen",4,0.0321
"zo'n",4,0.0321
"aangeboden",4,0.0321
"zonder",4,0.0321
"zodra",4,0.0321
"onmogelijk",4,0.0321
"syriërs",4,0.0321
"daders",4,0.0321
"daaraan",4,0.0321
"collega's",4,0.0321
"aanslag",4,0.0321
"garantie",4,0.0321
"bellen",4,0.0321
"honderd",4,0.0321
"collega",4,0.0321
"kader",4,0.0321
"leidt",4,0.0321
"achtergrond",4,0.0321
"goede",4,0.0321
"grenzen",4,0.0321
"frustratie",4,0.0321
"laatste",4,0.0321
"gegeven",4,0.0321
"erg",4,0.0321
"gehaald",4,0.0321
"extra",4,0.0321
"anderen",4,0.0321
"ruim",4,0.0321
"simpele",4,0.0321
"acht",4,0.0321
"kom",4,0.0321
"eerder",4,0.0321
"erom",4,0.0321
"opnemen",4,0.0321
"oda",4,0.0321
"wilt",4,0.0321
"pvv",4,0.0321
"hoort",4,0.0321
"herhaling",4,0.0321
"bestuurders",4,0.0321
"via",4,0.0321
"bereiken",4,0.0321
"uitvoering",4,0.0321
"zeg",4,0.0321
"vrijwilligerswerk",4,0.0321
"juli",4,0.0321
"afgesproken",4,0.0321
"vooral",4,0.0321
"overblijft",3,0.0241
"positieve",3,0.0241
"korte",3,0.0241
"stap",3,0.0241
"moest",3,0.0241
"gebeurd",3,0.0241
"stuk",3,0.0241
"ga",3,0.0241
"sneuvelen",3,0.0241
"lokale",3,0.0241
"weleens",3,0.0241
"nogal",3,0.0241
"alexis",3,0.0241
"situatie",3,0.0241
"…",3,0.0241
"gewerkt",3,0.0241
"open",3,0.0241
"terugsturen",3,0.0241
"degelijk",3,0.0241
"tegelijkertijd",3,0.0241
"asielstroom",3,0.0241
"taak",3,0.0241
"toegezegd",3,0.0241
"betekent",3,0.0241
"kleine",3,0.0241
"hiervandaan",3,0.0241
"vroeg",3,0.0241
"rotterdam",3,0.0241
"schrijven",3,0.0241
"voelen",3,0.0241
"ofwel",3,0.0241
"middelen",3,0.0241
"mogelijke",3,0.0241
"wachttijden",3,0.0241
"opnieuw",3,0.0241
"besluit",3,0.0241
"papieren",3,0.0241
"waarvan",3,0.0241
"past",3,0.0241
"langer",3,0.0241
"voorstander",3,0.0241
"nabestaanden",3,0.0241
"behoefte",3,0.0241
"aanbieden",3,0.0241
"genomen",3,0.0241
"beide",3,0.0241
"regionale",3,0.0241
"welke",3,0.0241
"punten",3,0.0241
"element",3,0.0241
"meerderheid",3,0.0241
"straks",3,0.0241
"hervestigen",3,0.0241
"eraan",3,0.0241
"bontes/van",3,0.0241
"mening",3,0.0241
"ongemakkelijk",3,0.0241
"aanzienlijk",3,0.0241
"taallessen",3,0.0241
"gelukkig",3,0.0241
"bezig",3,0.0241
"waarin",3,0.0241
"waarop",3,0.0241
"vorige",3,0.0241
"haar",3,0.0241
"gebruikt",3,0.0241
"speech",3,0.0241
"kennen",3,0.0241
"slapen",3,0.0241
"veiligheid",3,0.0241
"haersma",3,0.0241
"politie",3,0.0241
"refereert",3,0.0241
"toekomst",3,0.0241
"beantwoorden",3,0.0241
"duizenden",3,0.0241
"voordat",3,0.0241
"verkiezingen",3,0.0241
"spreken",3,0.0241
"allebei",3,0.0241
"gehad",3,0.0241
"proces",3,0.0241
"demonstratie",3,0.0241
"verschillende",3,0.0241
"budget",3,0.0241
"teruglopen",3,0.0241
"besteed",3,0.0241
"straf",3,0.0241
"aanpak",3,0.0241
"mark",3,0.0241
"diep",3,0.0241
"maatwerk",3,0.0241
"mh17",3,0.0241
"nakomen",3,0.0241
"zoeken",3,0.0241
"klaveren",3,0.0241
"zodat",3,0.0241
"slagen",3,0.0241
"hierover",3,0.0241
"gestuurd",3,0.0241
"asielinstroom",3,0.0241
"onderdeel",3,0.0241
"verslag",3,0.0241
"krijg",3,0.0241
"totaal",3,0.0241
"vervolgen",3,0.0241
"langzaam",3,0.0241
"verzekeren",3,0.0241
"taalcursussen",3,0.0241
"gekeken",3,0.0241
"niets",3,0.0241
"ruimte",3,0.0241
"effecten",3,0.0241
"afrika",3,0.0241
"teruggelopen",3,0.0241
"zowel",3,0.0241
2017,3,0.0241
"allerlei",3,0.0241
"draagvlak",3,0.0241
"glippen",3,0.0241
"kosten",3,0.0241
"normen",3,0.0241
"beleid",3,0.0241
"fragment",3,0.0241
"cda",3,0.0241
"overnemen",3,0.0241
"leren",3,0.0241
"hoger",3,0.0241
"niks",3,0.0241
"komende",3,0.0241
"achter",3,0.0241
"indruk",3,0.0241
"investigation",3,0.0241
"leven",3,0.0241
"doorgaan",3,0.0241
"werd",3,0.0241
"man",3,0.0241
"detail",3,0.0241
"teruggestuurd",3,0.0241
"lezen",3,0.0241
"journalist",3,0.0241
"nadat",3,0.0241
"prima",3,0.0241
"sgp",3,0.0241
"horen",3,0.0241
"weg",3,0.0241
"joint",3,0.0241
"campagnevoerder",3,0.0241
"betreft",3,0.0241
"zat",3,0.0241
"onderzoek",3,0.0241
"advies",3,0.0241
"gesteld",3,0.0241
"terwijl",3,0.0241
"tijdens",3,0.0241
"vlaggen",3,0.0241
"registratie",3,0.0241
"opvatting",3,0.0241
"daarvan",3,0.0241
"mocht",3,0.0241
"bekend",3,0.0241
"overleg",3,0.0241
"wachten",3,0.0241
"a",2,0.0161
"onderscheid",2,0.0161
"plannen",2,0.0161
"baan",2,0.0161
"uitgelegd",2,0.0161
21,2,0.0161
42,2,0.0161
58,2,0.0161
"lezing",2,0.0161
"loopt",2,0.0161
"boodschap",2,0.0161
"hollandse",2,0.0161
"enorme",2,0.0161
"eu",2,0.0161
"best",2,0.0161
"oplossen",2,0.0161
"openbare",2,0.0161
"bemoeien",2,0.0161
"grootste",2,0.0161
"verschil",2,0.0161
"volkomen",2,0.0161
"beloftes",2,0.0161
"fatsoenlijk",2,0.0161
"accepteren",2,0.0161
"gevraagd",2,0.0161
"pakket",2,0.0161
"ondersteun",2,0.0161
"orde",2,0.0161
"vraagt",2,0.0161
"blij",2,0.0161
"blok",2,0.0161
"openblijven",2,0.0161
"hoeveel",2,0.0161
"keuzemenu",2,0.0161
"plaatsvinden",2,0.0161
"misdragen",2,0.0161
"alweer",2,0.0161
"vrije",2,0.0161
"persvrijheid",2,0.0161
"bulgarije",2,0.0161
"gedraag",2,0.0161
"personen",2,0.0161
"constant",2,0.0161
"termijn",2,0.0161
"voorzien",2,0.0161
"opgevolgd",2,0.0161
"vergunninghouders",2,0.0161
"samen",2,0.0161
"getraumatiseerd",2,0.0161
"moeilijk",2,0.0161
"terug",2,0.0161
"praktisch",2,0.0161
"ingewikkeld",2,0.0161
"probleem",2,0.0161
"opvangplekken",2,0.0161
"voorschrijven",2,0.0161
"naartoe",2,0.0161
"ministeries",2,0.0161
"vandaag",2,0.0161
"aanslagen",2,0.0161
"migranten",2,0.0161
"dicht",2,0.0161
"minimaliseren",2,0.0161
"afwikkelen",2,0.0161
"bekeken",2,0.0161
"roept",2,0.0161
"beeld",2,0.0161
"grotendeels",2,0.0161
"gemeentehuis",2,0.0161
"begon",2,0.0161
"afwachten",2,0.0161
"piek",2,0.0161
"verwacht",2,0.0161
"wereld",2,0.0161
"partij",2,0.0161
"eerstejaarsopvang",2,0.0161
"werkt",2,0.0161
"politici",2,0.0161
"documentfraude",2,0.0161
"circa",2,0.0161
"wagen",2,0.0161
"eigen",2,0.0161
"noodopvanglocaties",2,0.0161
"handhaven",2,0.0161
"resettlement",2,0.0161
"erasmusbrug",2,0.0161
"normaal",2,0.0161
"oordeel",2,0.0161
"beste",2,0.0161
"kritisch",2,0.0161
"geraamd",2,0.0161
"gebrekkige",2,0.0161
"onaannemelijk",2,0.0161
"einde",2,0.0161
"lijn",2,0.0161
"jihadisten",2,0.0161
"oorzaak",2,0.0161
"gerechte",2,0.0161
"lidstaten",2,0.0161
"vallen",2,0.0161
"fragiel",2,0.0161
"voortouw",2,0.0161
"oneens",2,0.0161
"positief",2,0.0161
"eilanden",2,0.0161
"gekomen",2,0.0161
"aanspannen",2,0.0161
"afgelopen",2,0.0161
"water",2,0.0161
"geroepen",2,0.0161
"stand",2,0.0161
"overzicht",2,0.0161
"denkt",2,0.0161
"functioneert",2,0.0161
"gezien",2,0.0161
"gemeenten",2,0.0161
"basis",2,0.0161
"grotere",2,0.0161
"parijs",2,0.0161
"steun",2,0.0161
"steur",2,0.0161
"erdoorheen",2,0.0161
"steen",2,0.0161
"actief",2,0.0161
895,2,0.0161
"maximale",2,0.0161
"vooroplopen",2,0.0161
"lukt",2,0.0161
99.00%,2,0.0161
"gepleegd",2,0.0161
"algemene",2,0.0161
"vocabulaire",2,0.0161
"samenwerken",2,0.0161
"daarin",2,0.0161
"daarna",2,0.0161
"leveren",2,0.0161
"herhaalt",2,0.0161
"tegenstelling",2,0.0161
"geschetst",2,0.0161
"verslaggever",2,0.0161
"zaal",2,0.0161
"enorm",2,0.0161
"moeilijke",2,0.0161
"opgenomen",2,0.0161
"gebruikmaakt",2,0.0161
"varianten",2,0.0161
"hoor",2,0.0161
"conflict",2,0.0161
"onvoldoende",2,0.0161
"herdenking",2,0.0161
"partners",2,0.0161
"gericht",2,0.0161
"effect",2,0.0161
"meewerken",2,0.0161
"zaten",2,0.0161
"wonen",2,0.0161
"sturen",2,0.0161
"gemotiveerd",2,0.0161
"bezwaar",2,0.0161
"ervaring",2,0.0161
"lagere",2,0.0161
"contact",2,0.0161
"helpt",2,0.0161
"vast",2,0.0161
"spoor",2,0.0161
"schouder",2,0.0161
"meedoen",2,0.0161
"zoek",2,0.0161
"twijfel",2,0.0161
"bühne",2,0.0161
"ontzettend",2,0.0161
"primaire",2,0.0161
"onderste",2,0.0161
"gevaarlijke",2,0.0161
"uitvoert",2,0.0161
"perspectief",2,0.0161
"vrijdag",2,0.0161
"persoonlijk",2,0.0161
"icao",2,0.0161
"jongens",2,0.0161
"blokje",2,0.0161
"ontstaan",2,0.0161
"normeren",2,0.0161
"stellen",2,0.0161
"ramp",2,0.0161
"zoveel",2,0.0161
"voorzitterschap",2,0.0161
"syrië",2,0.0161
"voel",2,0.0161
"inleidende",2,0.0161
"beschikbaar",2,0.0161
"geopolitieke",2,0.0161
"vaststellen",2,0.0161
"bottleneck",2,0.0161
"betwijfelen",2,0.0161
"totdat",2,0.0161
"neergekomen",2,0.0161
"ingehuurde",2,0.0161
"prikkels",2,0.0161
"zekerheid",2,0.0161
"keren",2,0.0161
2015,2,0.0161
"burgemeesters",2,0.0161
"prachtige",2,0.0161
"verplichtingen",2,0.0161
"azc",2,0.0161
"eenprogramma",2,0.0161
"rode",2,0.0161
"blijkt",2,0.0161
"coa",2,0.0161
"gesprek",2,0.0161
"neem",2,0.0161
"ene",2,0.0161
"gezocht",2,0.0161
"neemt",2,0.0161
"huisje",2,0.0161
"effectief",2,0.0161
"waag",2,0.0161
"lijstje",2,0.0161
"bepaalde",2,0.0161
"zichtbaar",2,0.0161
"praat",2,0.0161
"behandelt",2,0.0161
"bijdrage",2,0.0161
"negatieve",2,0.0161
"terecht",2,0.0161
"teruggebracht",2,0.0161
"kon",2,0.0161
"lek",2,0.0161
"bestraft",2,0.0161
"los",2,0.0161
"nieuwe",2,0.0161
"mis",2,0.0161
"nieuws",2,0.0161
"specifiek",2,0.0161
"volgend",2,0.0161
"benaderen",2,0.0161
"genoeg",2,0.0161
"registreren",2,0.0161
"enigszins",2,0.0161
"pas",2,0.0161
"per",2,0.0161
"ploumen",2,0.0161
"verheerlijking",2,0.0161
"hopen",2,0.0161
"beschouwingen",2,0.0161
"uitgegaan",2,0.0161
"opvattingen",2,0.0161
"geweld",2,0.0161
"onnodige",2,0.0161
"grondrechten",2,0.0161
"bewust",2,0.0161
"sta",2,0.0161
"gefinancierd",2,0.0161
"treden",2,0.0161
"voorzichtig",2,0.0161
"gebaat",2,0.0161
"kregen",2,0.0161
"winter",2,0.0161
"begonnen",2,0.0161
"meerjarige",2,0.0161
"vvd",2,0.0161
"nagedacht",2,0.0161
"gewaarschuwd",2,0.0161
"vreemdelingenketen",2,0.0161
"aanbod",2,0.0161
"reloceren",2,0.0161
"zee",2,0.0161
"zet",2,0.0161
"zes",2,0.0161
"frontex",2,0.0161
"slachtoffers",2,0.0161
"betere",2,0.0161
"daardoor",2,0.0161
"bevinden",2,0.0161
"reden",2,0.0161
"intussen",2,0.0161
"slot",2,0.0161
"krijgt",2,0.0161
"zomergasten",2,0.0161
"oprecht",2,0.0161
"reeks",2,0.0161
"krachten",2,0.0161
"ondersteunt",2,0.0161
"kustbewaking",2,0.0161
"overtochten",2,0.0161
"compacts",2,0.0161
"voorop",2,0.0161
"nogmaals",2,0.0161
"migration",2,0.0161
1,1,0.008
3,1,0.008
9,1,0.008
"koste",1,0.008
"b",1,0.008
"z",1,0.008
"asielsysteem",1,0.008
"migratiestromen",1,0.008
"hierdoor",1,0.008
"hoezeer",1,0.008
"slaapplek",1,0.008
"lurven",1,0.008
"baas",1,0.008
"bént",1,0.008
"'s",1,0.008
13,1,0.008
"paniekbeelden",1,0.008
"hiernaartoe",1,0.008
27,1,0.008
44,1,0.008
"verhitte",1,0.008
76,1,0.008
"ondanks",1,0.008
"beschrijven",1,0.008
"resettlements",1,0.008
"schetste",1,0.008
"trekt",1,0.008
"groepen",1,0.008
"invullen",1,0.008
"beheersbare",1,0.008
"nijpend",1,0.008
"zwakke",1,0.008
"wedstrijdje",1,0.008
"lastige",1,0.008
"relocatieprogramma",1,0.008
"aanvang",1,0.008
"belastingpolitiek",1,0.008
"onderdelen",1,0.008
"resten",1,0.008
"gevoel",1,0.008
"rücksichtslos",1,0.008
"vervallen",1,0.008
"eh",1,0.008
"ie",1,0.008
"jl",1,0.008
"wapenhandel",1,0.008
"morgen",1,0.008
"raakt",1,0.008
"lokaal",1,0.008
"enkele",1,0.008
"sporen",1,0.008
"ongemakkelijke",1,0.008
"uitgangspunt",1,0.008
"meevallers",1,0.008
"toekomstgericht",1,0.008
"psyche",1,0.008
"uitleggen",1,0.008
"international",1,0.008
"jordanië",1,0.008
"perfect",1,0.008
"duidelijkheid",1,0.008
"huisvesting",1,0.008
"persoon",1,0.008
"invulling",1,0.008
"minuut",1,0.008
"duidelijker",1,0.008
"syriza",1,0.008
"realloceren",1,0.008
"beroep",1,0.008
"asieluitgaven",1,0.008
"geweten",1,0.008
"glipt",1,0.008
"ledigheid",1,0.008
"omgegaan",1,0.008
"schelden",1,0.008
"mooie",1,0.008
"niveau",1,0.008
"overgebracht",1,0.008
"duurt",1,0.008
"aandeel",1,0.008
"geldermalsen",1,0.008
"opgebracht",1,0.008
"verhouding",1,0.008
"principe",1,0.008
"fietst",1,0.008
"koppelen",1,0.008
"pakken",1,0.008
"herplaatst",1,0.008
"kinderen",1,0.008
"instrumenten",1,0.008
"reguliere",1,0.008
"obama",1,0.008
"ideeën",1,0.008
"beschermen",1,0.008
"gewenst",1,0.008
"sommige",1,0.008
"hoofdofficier",1,0.008
"kijk",1,0.008
"chinees",1,0.008
"ernstiger",1,0.008
"gevaar",1,0.008
"verzoekt",1,0.008
"eindbeeld",1,0.008
"stoere",1,0.008
"regietafels",1,0.008
"avond",1,0.008
"verbindender",1,0.008
"rechtstaat",1,0.008
"geïrriteerd",1,0.008
"agentschap",1,0.008
"arbeidsmarkt",1,0.008
"hervestigingsplaatsen",1,0.008
"fractievoorzitters",1,0.008
"autoriteiten",1,0.008
"migratie",1,0.008
"draaien",1,0.008
"draaide",1,0.008
"plezier",1,0.008
"benadering",1,0.008
"wijze",1,0.008
"noodsituaties",1,0.008
"test",1,0.008
"egeïsche",1,0.008
"jargon",1,0.008
"lilianne",1,0.008
"systeem",1,0.008
"gang",1,0.008
"resultaat",1,0.008
"overgrote",1,0.008
"gauw",1,0.008
"kabinetsbeleid",1,0.008
"eigenstandig",1,0.008
"eventueel",1,0.008
"vluchtelingenroute",1,0.008
"concreet",1,0.008
"ingekapseld",1,0.008
"meewerkt",1,0.008
"daarnaartoe",1,0.008
"concrete",1,0.008
"regeringsleiders",1,0.008
"security",1,0.008
"voorspellen",1,0.008
"hiervoor",1,0.008
"sterke",1,0.008
"kort",1,0.008
"opgevoerd",1,0.008
"sociaaldemocraten",1,0.008
"opvanglocaties",1,0.008
"diplomatieke",1,0.008
"hoeven",1,0.008
"stukken",1,0.008
"inspanningen",1,0.008
"uitvalt",1,0.008
"voortgangsrapportages",1,0.008
"verleden",1,0.008
"uitmaken",1,0.008
"schompes",1,0.008
"bekennen",1,0.008
"hartstikke",1,0.008
"leiden",1,0.008
"coördinator",1,0.008
"beargumenteerd",1,0.008
"vingerafdrukken",1,0.008
"slechts",1,0.008
"dreigen",1,0.008
"fractie",1,0.008
"helaas",1,0.008
"groter",1,0.008
"teweegbrengt",1,0.008
"knikken",1,0.008
"gevuld",1,0.008
"voeren",1,0.008
"veranderen",1,0.008
"buitengrens",1,0.008
"werelden",1,0.008
"diplomatiek",1,0.008
"wenste",1,0.008
"moedigen",1,0.008
"terrorismebestrijding",1,0.008
"koppeling",1,0.008
"datgene",1,0.008
"beperken",1,0.008
"eerlijke",1,0.008
"opgelost",1,0.008
"medewerking",1,0.008
"uiteraard",1,0.008
"omkomen",1,0.008
"stapje",1,0.008
"klein",1,0.008
"jammer",1,0.008
"versterkt",1,0.008
"oproep",1,0.008
"samenhangt",1,0.008
"rondlopen",1,0.008
"westelijke",1,0.008
"begin",1,0.008
"draai",1,0.008
"versnellen",1,0.008
"wekelijks",1,0.008
"verre",1,0.008
"betekenen",1,0.008
"naleeft",1,0.008
"uitgelicht",1,0.008
"evenzeer",1,0.008
