"Unfiltered word count","Occurrences","Percentage"
"daarin",10,0.0442
"zaak",10,0.0442
"gedaan",10,0.0442
"planbureau",10,0.0442
"ieder",10,0.0442
"aantal",10,0.0442
"gemaakt",10,0.0442
"problemen",10,0.0442
"zonder",10,0.0442
"vond",10,0.0442
"christenunie",10,0.0442
"beschouwingen",10,0.0442
"horen",10,0.0442
"wie",10,0.0442
"betreft",10,0.0442
"onderzoek",10,0.0442
"bijvoorbeeld",10,0.0442
"overleg",10,0.0442
"altijd",10,0.0442
"s",9,0.0398
"europa",9,0.0398
"loopt",9,0.0398
"ga",9,0.0398
"blij",9,0.0398
"onderwijs",9,0.0398
"toen",9,0.0398
"kunt",9,0.0398
"ander",9,0.0398
"politiek",9,0.0398
"opvang",9,0.0398
"soort",9,0.0398
"misschien",9,0.0398
"informeren",9,0.0398
"gezien",9,0.0398
"kolencentrales",9,0.0398
"oplossing",9,0.0398
"toekomst",9,0.0398
"groep",9,0.0398
"griekenland",9,0.0398
"halen",9,0.0398
"lijkt",9,0.0398
"stellen",9,0.0398
"vrij",9,0.0398
"moties",9,0.0398
"co2",9,0.0398
"doe",9,0.0398
"huidige",9,0.0398
"maakt",9,0.0398
"kom",9,0.0398
"lid",9,0.0398
"precies",9,0.0398
"voorkomen",9,0.0398
"pvv",9,0.0398
"later",9,0.0398
"via",9,0.0398
"stel",8,0.0354
"groepen",8,0.0354
"ja",8,0.0354
"winkelcentrum",8,0.0354
"verschil",8,0.0354
"nooit",8,0.0354
"wijze",8,0.0354
"kuzu",8,0.0354
"toezegging",8,0.0354
"weten",8,0.0354
"dagen",8,0.0354
"geeft",8,0.0354
"verkiezingen",8,0.0354
"groot",8,0.0354
"gehad",8,0.0354
"burgemeester",8,0.0354
"drie",8,0.0354
"thieme",8,0.0354
"nederlandse",8,0.0354
"gesprekken",8,0.0354
"wantrouwen",8,0.0354
"beschikbaar",8,0.0354
"overigens",8,0.0354
"kwijt",8,0.0354
"keuze",8,0.0354
"gegeven",8,0.0354
"daarvoor",8,0.0354
"anderen",8,0.0354
"komende",8,0.0354
"waarden",8,0.0354
"alles",8,0.0354
"genoeg",8,0.0354
"net",8,0.0354
"nou",8,0.0354
"ondernemers",8,0.0354
"reactie",8,0.0354
"economische",8,0.0354
"commissie",8,0.0354
"recht",8,0.0354
"snel",8,0.0354
"aangegeven",8,0.0354
2,7,0.031
"koopkrachtontwikkeling",7,0.031
"gebeurt",7,0.031
"rente",7,0.031
"winkel",7,0.031
"kinderen",7,0.031
"patiënt",7,0.031
"vragen",7,0.031
"verschillen",7,0.031
"ouderen",7,0.031
"terug",7,0.031
"richting",7,0.031
"bijna",7,0.031
"tijd",7,0.031
"voelen",7,0.031
"krol",7,0.031
"balkenende",7,0.031
"paar",7,0.031
"dingen",7,0.031
"gaande",7,0.031
"zeeland",7,0.031
"landbouw",7,0.031
"italië",7,0.031
"klimaatbegroting",7,0.031
"lang",7,0.031
"meeste",7,0.031
"ligt",7,0.031
"pvda",7,0.031
"verhuurder",7,0.031
"waarom",7,0.031
"gekomen",7,0.031
"organisaties",7,0.031
"steun",7,0.031
"politie",7,0.031
"minder",7,0.031
"daarop",7,0.031
"pleur",7,0.031
"zeer",7,0.031
"verschillende",7,0.031
"budget",7,0.031
"politieke",7,0.031
"collega's",7,0.031
"behandeling",7,0.031
"bed",7,0.031
"financiering",7,0.031
"erg",7,0.031
"islam",7,0.031
"extra",7,0.031
"maart",7,0.031
"bijdrage",7,0.031
"afspraken",7,0.031
"wilt",7,0.031
"pensioenen",7,0.031
"terwijl",7,0.031
"slot",7,0.031
"vooral",7,0.031
"uitspraak",7,0.031
1,6,0.0265
"koste",6,0.0265
"mogen",6,0.0265
"woestijn",6,0.0265
"durft",6,0.0265
"lopen",6,0.0265
"duidelijkheid",6,0.0265
"vrijheden",6,0.0265
"invulling",6,0.0265
"democratie",6,0.0265
"situatie",6,0.0265
"gepensioneerden",6,0.0265
"denken",6,0.0265
"werkenden",6,0.0265
"vindt",6,0.0265
"betekent",6,0.0265
"ingewikkeld",6,0.0265
"kiezen",6,0.0265
"helder",6,0.0265
"patiënten",6,0.0265
"kwam",6,0.0265
"eerlijk",6,0.0265
"beetje",6,0.0265
"verzoek",6,0.0265
"genomen",6,0.0265
"vertrouwen",6,0.0265
"welke",6,0.0265
"plan",6,0.0265
"mijnheer",6,0.0265
"januari",6,0.0265
"doordat",6,0.0265
"voorstellen",6,0.0265
"deel",6,0.0265
"vluchtelingen",6,0.0265
"centraal",6,0.0265
"zo'n",6,0.0265
"lagere",6,0.0265
"zodat",6,0.0265
"druk",6,0.0265
"krijg",6,0.0265
"cijfers",6,0.0265
"sociale",6,0.0265
"rapport",6,0.0265
"belang",6,0.0265
"leidt",6,0.0265
2015,6,0.0265
"kosten",6,0.0265
"eind",6,0.0265
"evenwichtig",6,0.0265
"maanden",6,0.0265
"economie",6,0.0265
"50plus",6,0.0265
"zorgfonds",6,0.0265
"miljard",6,0.0265
"verlagen",6,0.0265
"eerder",6,0.0265
"oda",6,0.0265
"nemen",6,0.0265
"daarmee",6,0.0265
"zeg",6,0.0265
"zin",6,0.0265
"reden",6,0.0265
"ergens",6,0.0265
"j",5,0.0221
"v",5,0.0221
"enkele",5,0.0221
"bereid",5,0.0221
"bureaucratie",5,0.0221
"gevraagd",5,0.0221
"raken",5,0.0221
"financiële",5,0.0221
"kmar",5,0.0221
"bieden",5,0.0221
"winst",5,0.0221
"hadden",5,0.0221
"reserves",5,0.0221
"klaar",5,0.0221
"ouders",5,0.0221
"beeld",5,0.0221
"scholen",5,0.0221
"begin",5,0.0221
"partij",5,0.0221
"aangeven",5,0.0221
"buiten",5,0.0221
"vanaf",5,0.0221
"tocht",5,0.0221
"genoemd",5,0.0221
"fossiele",5,0.0221
"artsen",5,0.0221
"einde",5,0.0221
"lijn",5,0.0221
"rechtsstaat",5,0.0221
"hand",5,0.0221
"hard",5,0.0221
"kennen",5,0.0221
"nationaal",5,0.0221
"veiligheid",5,0.0221
"enige",5,0.0221
"vrouwen",5,0.0221
"geworden",5,0.0221
"ingediend",5,0.0221
"spreken",5,0.0221
"toezeggen",5,0.0221
"aangenomen",5,0.0221
"hoop",5,0.0221
"hoor",5,0.0221
"hoog",5,0.0221
"dekking",5,0.0221
"geldt",5,0.0221
"aanpak",5,0.0221
"ziet",5,0.0221
"ontwikkelingssamenwerking",5,0.0221
"leiders",5,0.0221
"vast",5,0.0221
"premies",5,0.0221
"zetten",5,0.0221
"emancipatie",5,0.0221
"ongelijkheid",5,0.0221
"staatssecretaris",5,0.0221
"mooi",5,0.0221
"hervestiging",5,0.0221
"ruimte",5,0.0221
"achtergrond",5,0.0221
"bontes",5,0.0221
"alternatieven",5,0.0221
"brandstoffen",5,0.0221
"gezinnen",5,0.0221
"bad",5,0.0221
"inzet",5,0.0221
"cda",5,0.0221
"binnen",5,0.0221
"ruim",5,0.0221
"terecht",5,0.0221
"lange",5,0.0221
"ter",5,0.0221
"jongeren",5,0.0221
"weg",5,0.0221
"wet",5,0.0221
"belangrijk",5,0.0221
"bereiken",5,0.0221
"uitvoering",5,0.0221
"gevoerd",5,0.0221
"gesteld",5,0.0221
"echte",5,0.0221
"daartoe",5,0.0221
"buitenland",5,0.0221
"miljoen",5,0.0221
"kennelijk",5,0.0221
"mocht",5,0.0221
"bekend",5,0.0221
"brengen",5,0.0221
"afgesproken",5,0.0221
"regio",5,0.0221
"nogmaals",5,0.0221
"wachten",5,0.0221
7,4,0.0177
9,4,0.0177
12,4,0.0177
17,4,0.0177
20,4,0.0177
"staten",4,0.0177
"stil",4,0.0177
"boodschap",4,0.0177
"bepaald",4,0.0177
"instellingen",4,0.0177
"bent",4,0.0177
"grootste",4,0.0177
"crisis",4,0.0177
"stoppen",4,0.0177
"trots",4,0.0177
"verzocht",4,0.0177
"zolang",4,0.0177
"pakken",4,0.0177
"vraagt",4,0.0177
"tegelijkertijd",4,0.0177
"uitspraken",4,0.0177
"taal",4,0.0177
"pensioenfondsen",4,0.0177
"sommige",4,0.0177
"aanleiding",4,0.0177
"arbeidsmarkt",4,0.0177
"immers",4,0.0177
"kleine",4,0.0177
"voorgeschreven",4,0.0177
"vroeg",4,0.0177
"rotterdam",4,0.0177
"financieel",4,0.0177
"produceren",4,0.0177
"geef",4,0.0177
"opnieuw",4,0.0177
"aandacht",4,0.0177
"dicht",4,0.0177
"klein",4,0.0177
"generaal",4,0.0177
"vonnis",4,0.0177
"verdrag",4,0.0177
"brood",4,0.0177
"eerstejaarsopvang",4,0.0177
"lage",4,0.0177
"consumeren",4,0.0177
"oordeel",4,0.0177
"feiten",4,0.0177
"iedere",4,0.0177
"grondwet",4,0.0177
"officiële",4,0.0177
"privaatrechtelijke",4,0.0177
"indienen",4,0.0177
"gelukkig",4,0.0177
100,4,0.0177
"spreekt",4,0.0177
"vestigen",4,0.0177
"stand",4,0.0177
"concurrentie",4,0.0177
"leefomgeving",4,0.0177
"begrotingsbehandeling",4,0.0177
"doelstellingen",4,0.0177
"algemeen",4,0.0177
"justitie",4,0.0177
"samenwerken",4,0.0177
"onmiddellijk",4,0.0177
"niemand",4,0.0177
"kuzu/öztürk",4,0.0177
"bedrag",4,0.0177
"belangrijke",4,0.0177
"gericht",4,0.0177
"deed",4,0.0177
"godsdienstvrijheid",4,0.0177
"maak",4,0.0177
"mark",4,0.0177
"fundamentele",4,0.0177
"ziek",4,0.0177
"inhoudelijk",4,0.0177
"europese",4,0.0177
"noemen",4,0.0177
"waarover",4,0.0177
"ondernemer",4,0.0177
"valt",4,0.0177
"zorgvuldig",4,0.0177
"ramingsbijstelling",4,0.0177
"ziekenhuizen",4,0.0177
"onderdeel",4,0.0177
"marine",4,0.0177
"aangesproken",4,0.0177
"gebruiken",4,0.0177
"bescherming",4,0.0177
"klimaatverandering",4,0.0177
"vaststellen",4,0.0177
"niets",4,0.0177
"collega",4,0.0177
"urgenda",4,0.0177
"zekerheid",4,0.0177
"goede",4,0.0177
2030,4,0.0177
"betalen",4,0.0177
"bevolking",4,0.0177
"buitenlandse",4,0.0177
"grenzen",4,0.0177
"oktober",4,0.0177
"rechtszaak",4,0.0177
"verdienen",4,0.0177
"ene",4,0.0177
"roepen",4,0.0177
"inkomensongelijkheid",4,0.0177
"werkelijkheid",4,0.0177
"april",4,0.0177
"hen",4,0.0177
"behandelen",4,0.0177
"segregatie",4,0.0177
"indruk",4,0.0177
"week",4,0.0177
"kun",4,0.0177
"situaties",4,0.0177
"nieuwe",4,0.0177
"volgend",4,0.0177
"gesloten",4,0.0177
"tweedeling",4,0.0177
"oog",4,0.0177
"gedebatteerd",4,0.0177
"hoort",4,0.0177
"mogelijkheden",4,0.0177
"thuis",4,0.0177
"sluiten",4,0.0177
"tijdens",4,0.0177
"beperkt",4,0.0177
"feit",4,0.0177
"daarvan",4,0.0177
"geïnvesteerd",4,0.0177
"ongeveer",4,0.0177
6,3,0.0133
"tegenstellingen",3,0.0133
"serieuze",3,0.0133
"energievoorziening",3,0.0133
"plannen",3,0.0133
"korte",3,0.0133
"terroristen",3,0.0133
10,3,0.0133
11,3,0.0133
16,3,0.0133
2.00%,3,0.0133
21,3,0.0133
28,3,0.0133
"onderwijsvrijheid",3,0.0133
"stap",3,0.0133
50,3,0.0133
"stem",3,0.0133
"tekort",3,0.0133
"gevoel",3,0.0133
"fout",3,0.0133
"bedoeling",3,0.0133
"diverse",3,0.0133
"verbeteren",3,0.0133
"dutch",3,0.0133
"kans",3,0.0133
"beledigd",3,0.0133
"mooie",3,0.0133
"ooit",3,0.0133
"stilgestaan",3,0.0133
"verdere",3,0.0133
"betaalbaar",3,0.0133
"principe",3,0.0133
"marginale",3,0.0133
"exitstrategie",3,0.0133
"taak",3,0.0133
"kiezers",3,0.0133
"boek",3,0.0133
"gevaar",3,0.0133
"toename",3,0.0133
"cultureel",3,0.0133
"overbruggen",3,0.0133
"bedenken",3,0.0133
"afspraak",3,0.0133
"test",3,0.0133
"gepresenteerd",3,0.0133
"moeilijk",3,0.0133
"concrete",3,0.0133
"hiervoor",3,0.0133
"tien",3,0.0133
"miljarden",3,0.0133
"kort",3,0.0133
"kost",3,0.0133
"inzake",3,0.0133
"leiden",3,0.0133
"alsnog",3,0.0133
"sobere",3,0.0133
"onduidelijkheid",3,0.0133
"huishoudens",3,0.0133
"waarvan",3,0.0133
"pand",3,0.0133
"wegen",3,0.0133
"signalen",3,0.0133
"vandaar",3,0.0133
"zorgverleners",3,0.0133
"datgene",3,0.0133
"waard",3,0.0133
"plaatsen",3,0.0133
"amsterdam",3,0.0133
"tuig",3,0.0133
"tabellen",3,0.0133
"hoogste",3,0.0133
"verwacht",3,0.0133
"voorbereid",3,0.0133
"wacht",3,0.0133
"ingaan",3,0.0133
"bestrijden",3,0.0133
"berichten",3,0.0133
"weinig",3,0.0133
"duurzame",3,0.0133
"geloven",3,0.0133
"gekregen",3,0.0133
"jullie",3,0.0133
"bezien",3,0.0133
"benen",3,0.0133
"fatsoenlijke",3,0.0133
"vullen",3,0.0133
"voorbeelden",3,0.0133
"werden",3,0.0133
"gebleven",3,0.0133
"normaal",3,0.0133
"leuk",3,0.0133
"beste",3,0.0133
"deels",3,0.0133
"treiterijen",3,0.0133
"invoeren",3,0.0133
"islamisering",3,0.0133
"bezig",3,0.0133
"delen",3,0.0133
"inkomens",3,0.0133
"aarde",3,0.0133
"inmiddels",3,0.0133
"half",3,0.0133
"hart",3,0.0133
20.00%,3,0.0133
25.00%,3,0.0133
"denkt",3,0.0133
"loze",3,0.0133
"stemming",3,0.0133
"heen",3,0.0133
"contract",3,0.0133
"verantwoordelijkheid",3,0.0133
"daden",3,0.0133
"basis",3,0.0133
"opmerking",3,0.0133
"parijs",3,0.0133
"bekijken",3,0.0133
"derde",3,0.0133
"liggen",3,0.0133
80.00%,3,0.0133
"december",3,0.0133
"bijdragen",3,0.0133
"ingezet",3,0.0133
"gedwongen",3,0.0133
"eerst",3,0.0133
"groei",3,0.0133
"hoge",3,0.0133
"rustig",3,0.0133
"begrijp",3,0.0133
"proces",3,0.0133
"winkels",3,0.0133
"oplossingen",3,0.0133
"stond",3,0.0133
"vorig",3,0.0133
"huis",3,0.0133
"arbeid",3,0.0133
"effect",3,0.0133
"kloven",3,0.0133
"wonen",3,0.0133
"dragen",3,0.0133
"afkomst",3,0.0133
"gegaan",3,0.0133
"vanwege",3,0.0133
"binnenkort",3,0.0133
"bestaat",3,0.0133
"sturen",3,0.0133
"beleidsonderzoek",3,0.0133
"helpt",3,0.0133
"meedoen",3,0.0133
"zoeken",3,0.0133
"klaveren",3,0.0133
"kracht",3,0.0133
"sprake",3,0.0133
"behouden",3,0.0133
"hierover",3,0.0133
"kwestie",3,0.0133
"gezet",3,0.0133
"mevrouw",3,0.0133
"akkoord",3,0.0133
"gebracht",3,0.0133
"koopkracht",3,0.0133
"natuurinclusieve",3,0.0133
"hogere",3,0.0133
"mond",3,0.0133
"inkomen",3,0.0133
"lijst",3,0.0133
"weigert",3,0.0133
"zomer",3,0.0133
"normeren",3,0.0133
"raad",3,0.0133
"dubbele",3,0.0133
"sociaal",3,0.0133
"vanmiddag",3,0.0133
"initiatief",3,0.0133
"reductiemaatregelen",3,0.0133
"compensatie",3,0.0133
"totdat",3,0.0133
"rest",3,0.0133
"stijging",3,0.0133
"beginnen",3,0.0133
"zaandam",3,0.0133
"geleden",3,0.0133
"streven",3,0.0133
"kaart",3,0.0133
"verwachting",3,0.0133
"besproken",3,0.0133
"wetenschappelijke",3,0.0133
"privaatrecht",3,0.0133
"kader",3,0.0133
"steunen",3,0.0133
"absoluut",3,0.0133
"doelstelling",3,0.0133
"keren",3,0.0133
2014,3,0.0133
"allerlei",3,0.0133
"bijzonder",3,0.0133
"erachter",3,0.0133
"opbrengsten",3,0.0133
"volgen",3,0.0133
"normen",3,0.0133
"rond",3,0.0133
"constructief",3,0.0133
"gevonden",3,0.0133
"forse",3,0.0133
"harder",3,0.0133
"besloten",3,0.0133
"ambities",3,0.0133
"praktijk",3,0.0133
"bepaalde",3,0.0133
"aanvullende",3,0.0133
"waarbij",3,0.0133
"behandeld",3,0.0133
"lager",3,0.0133
"achter",3,0.0133
"realiseren",3,0.0133
"besteden",3,0.0133
"erop",3,0.0133
"alliance",3,0.0133
"relief",3,0.0133
"verhoudingen",3,0.0133
"probeert",3,0.0133
"openstelling",3,0.0133
"actie",3,0.0133
"uiteindelijk",3,0.0133
"oud",3,0.0133
"regeling",3,0.0133
"wijs",3,0.0133
"per",3,0.0133
"kwetsbare",3,0.0133
"adviezen",3,0.0133
"hopen",3,0.0133
"rechten",3,0.0133
"rechter",3,0.0133
"beantwoording",3,0.0133
"rot",3,0.0133
"nóg",3,0.0133
"koopkrachtkloof",3,0.0133
"maatschappelijke",3,0.0133
"geboden",3,0.0133
"ingericht",3,0.0133
"taalgebruik",3,0.0133
"uur",3,0.0133
"ver",3,0.0133
"hoorden",3,0.0133
"logisch",3,0.0133
"hetzelfde",3,0.0133
"verkeershandhaving",3,0.0133
"interdepartementaal",3,0.0133
"toezeggingen",3,0.0133
"meegeven",3,0.0133
"ervaren",3,0.0133
"zag",3,0.0133
"verkeersboetes",3,0.0133
"regels",3,0.0133
"belofte",3,0.0133
"minstens",3,0.0133
"daardoor",3,0.0133
"daarnaast",3,0.0133
"papier",3,0.0133
"oprecht",3,0.0133
"snap",3,0.0133
"tocqueville",3,0.0133
"juni",3,0.0133
"kwaliteit",3,0.0133
"€1",3,0.0133
"beelden",3,0.0133
"sinds",3,0.0133
"voorop",3,0.0133
"waardoor",3,0.0133
"uitgesproken",2,0.0088
3,2,0.0088
5,2,0.0088
8,2,0.0088
"e",2,0.0088
"o",2,0.0088
"en/of",2,0.0088
"winkeliers",2,0.0088
"ogen",2,0.0088
"gewelddadige",2,0.0088
"verbijzondering",2,0.0088
13,2,0.0088
14,2,0.0088
18,2,0.0088
19,2,0.0088
22,2,0.0088
23,2,0.0088
24,2,0.0088
25,2,0.0088
26,2,0.0088
27,2,0.0088
29,2,0.0088
30,2,0.0088
"duurzamere",2,0.0088
"stug",2,0.0088
"belangen",2,0.0088
"gevolg",2,0.0088
"marokkaanse",2,0.0088
"positie",2,0.0088
"oprisping",2,0.0088
"enorme",2,0.0088
"et",2,0.0088
"eu",2,0.0088
"morgen",2,0.0088
"lokaal",2,0.0088
"uw",2,0.0088
"noemt",2,0.0088
"industrie",2,0.0088
"afhankelijk",2,0.0088
"weleens",2,0.0088
"olie",2,0.0088
"signaal",2,0.0088
"defensie",2,0.0088
"tekenen",2,0.0088
"zichzelf",2,0.0088
"kant",2,0.0088
"uitkomst",2,0.0088
"parlementariër",2,0.0088
"essentie",2,0.0088
"beloftes",2,0.0088
"voorbeeld",2,0.0088
"niveau",2,0.0088
"schippers",2,0.0088
"toerekening",2,0.0088
"accepteren",2,0.0088
"psychische",2,0.0088
"bericht",2,0.0088
"pakket",2,0.0088
"direct",2,0.0088
"voortgangsrapportage",2,0.0088
"actueel",2,0.0088
"ministerie",2,0.0088
"kern",2,0.0088
"behoren",2,0.0088
"moslims",2,0.0088
"hoeveel",2,0.0088
"herstel",2,0.0088
"botsen",2,0.0088
"risicobuffer",2,0.0088
"oude",2,0.0088
"stelselwijziging",2,0.0088
"kies",2,0.0088
"sommigen",2,0.0088
"percentage",2,0.0088
"personen",2,0.0088
"zegeningen",2,0.0088
"weekend",2,0.0088
"rekenrente",2,0.0088
"redelijk",2,0.0088
"avond",2,0.0088
"fractievoorzitters",2,0.0088
"duurder",2,0.0088
"telt",2,0.0088
"dezelfde",2,0.0088
"vloeien",2,0.0088
"oorzaken",2,0.0088
"immigratieland",2,0.0088
"gang",2,0.0088
"tafel",2,0.0088
"kabinetsbeleid",2,0.0088
"ideologie",2,0.0088
"vormen",2,0.0088
"bekostiging",2,0.0088
"schrappen",2,0.0088
"xenofobisch",2,0.0088
"inhoud",2,0.0088
"hoewel",2,0.0088
"dieren",2,0.0088
"opgesteld",2,0.0088
"geconfronteerd",2,0.0088
"onderzoeken",2,0.0088
"onderwerp",2,0.0088
"taalcursus",2,0.0088
"vriend",2,0.0088
"brede",2,0.0088
"middelen",2,0.0088
"slechts",2,0.0088
"ernstig",2,0.0088
"religieuze",2,0.0088
"thuiszorg",2,0.0088
"helaas",2,0.0088
"najaar",2,0.0088
"aantonen",2,0.0088
"werelden",2,0.0088
"slikken",2,0.0088
"langer",2,0.0088
"vandaan",2,0.0088
"levert",2,0.0088
"aanslagen",2,0.0088
"toon",2,0.0088
"bezuinigd",2,0.0088
"hartelijk",2,0.0088
"beperkte",2,0.0088
"komend",2,0.0088
"voldoen",2,0.0088
"weken",2,0.0088
"roept",2,0.0088
"betrekken",2,0.0088
"bezorgd",2,0.0088
"uiteraard",2,0.0088
"langdurige",2,0.0088
"aanbieden",2,0.0088
"jammer",2,0.0088
"potje",2,0.0088
"beide",2,0.0088
"blijken",2,0.0088
"koesteren",2,0.0088
"gevraagde",2,0.0088
"betekenen",2,0.0088
"geloof",2,0.0088
