"Unfiltered word count","Occurrences","Percentage"
"pvda",14,0.0669
"zeker",14,0.0669
"praten",14,0.0669
"minder",14,0.0669
"eigenlijk",14,0.0669
"kamer",14,0.0669
"genoeg",14,0.0669
"denken",13,0.0622
"moment",13,0.0622
"dingen",13,0.0622
"afschaffen",13,0.0622
"helemaal",13,0.0622
"afgelopen",13,0.0622
"tussen",13,0.0622
"zetten",13,0.0622
"segers",13,0.0622
"antwoord",13,0.0622
"huidige",13,0.0622
"vragen",12,0.0574
"scholen",12,0.0574
"werkt",12,0.0574
"staan",12,0.0574
"gedaan",12,0.0574
"zoals",12,0.0574
"cijfers",12,0.0574
"voldoende",12,0.0574
"elke",12,0.0574
"hem",12,0.0574
"macht",12,0.0574
"ziekenfonds",12,0.0574
"tweedeling",12,0.0574
"zie",12,0.0574
3,11,0.0526
"na",11,0.0526
"klein",11,0.0526
"ligt",11,0.0526
"vinden",11,0.0526
"ervoor",11,0.0526
"woord",11,0.0526
"gemaakt",11,0.0526
"zonder",11,0.0526
"mevrouw",11,0.0526
"nederlanders",11,0.0526
"namelijk",11,0.0526
"cpb",11,0.0526
"erg",11,0.0526
"maakt",11,0.0526
"mag",11,0.0526
"net",11,0.0526
"even",11,0.0526
"pvv",11,0.0526
"zei",11,0.0526
"zit",11,0.0526
"morgen",10,0.0478
"discussie",10,0.0478
"…",10,0.0478
"ouderen",10,0.0478
"buma",10,0.0478
"hadden",10,0.0478
"geef",10,0.0478
"twee",10,0.0478
"misschien",10,0.0478
"leveren",10,0.0478
"hoor",10,0.0478
"mogelijk",10,0.0478
"zo'n",10,0.0478
"problemen",10,0.0478
"aanzet",10,0.0478
"doe",10,0.0478
"extra",10,0.0478
"werd",10,0.0478
"nee",10,0.0478
"nou",10,0.0478
"onder",10,0.0478
"horen",10,0.0478
"belangrijk",10,0.0478
"zouden",10,0.0478
"serieuze",9,0.043
"gebeurt",9,0.043
"echter",9,0.043
"vindt",9,0.043
"staaij",9,0.043
"winst",9,0.043
"fractie",9,0.043
"onderwijs",9,0.043
"landen",9,0.043
"feiten",9,0.043
"zelfs",9,0.043
"waarom",9,0.043
"inmiddels",9,0.043
"oplossing",9,0.043
"enige",9,0.043
"toekomst",9,0.043
"bedrag",9,0.043
"ziek",9,0.043
"aantal",9,0.043
"vaak",9,0.043
"valt",9,0.043
"ziekenhuizen",9,0.043
"zodat",9,0.043
"politieke",9,0.043
"sociale",9,0.043
"houden",9,0.043
"goedkoper",9,0.043
"samenleving",9,0.043
"dag",9,0.043
"der",9,0.043
"komende",9,0.043
"terecht",9,0.043
"zeg",9,0.043
"bijvoorbeeld",9,0.043
"altijd",9,0.043
"mogen",8,0.0382
"stel",8,0.0382
"pakken",8,0.0382
"vraagt",8,0.0382
"betekent",8,0.0382
"paar",8,0.0382
"lang",8,0.0382
"huisarts",8,0.0382
"achterban",8,0.0382
"hand",8,0.0382
"partijen",8,0.0382
"deugt",8,0.0382
"zorgstelsel",8,0.0382
"daarom",8,0.0382
"niemand",8,0.0382
"dekking",8,0.0382
"huurwoningen",8,0.0382
"dingetjes",8,0.0382
"bedragen",8,0.0382
"wantrouwen",8,0.0382
"nieuw",8,0.0382
"aanpakken",8,0.0382
"cda",8,0.0382
"plaats",8,0.0382
"daarvoor",8,0.0382
"binnen",8,0.0382
"kom",8,0.0382
"volgend",8,0.0382
"precies",8,0.0382
"wijk",8,0.0382
"helpen",8,0.0382
"alsof",8,0.0382
"wie",8,0.0382
"groenlinks",8,0.0382
"arts",8,0.0382
"betreft",8,0.0382
"recht",8,0.0382
"slag",8,0.0382
"klaver",8,0.0382
"slot",8,0.0382
"daarvan",8,0.0382
"eerste",8,0.0382
"wachten",8,0.0382
"plannen",7,0.0335
"fors",7,0.0335
"natuurlijk",7,0.0335
"grootste",7,0.0335
"orde",7,0.0335
"blij",7,0.0335
"hoeveel",7,0.0335
"motie",7,0.0335
"termijn",7,0.0335
"duurder",7,0.0335
"basispakket",7,0.0335
"kost",7,0.0335
"probleem",7,0.0335
"thuiszorg",7,0.0335
"levert",7,0.0335
"beetje",7,0.0335
"daarover",7,0.0335
"verkiezingsprogramma",7,0.0335
"artsen",7,0.0335
"soort",7,0.0335
"meneer",7,0.0335
"hard",7,0.0335
"heen",7,0.0335
"geworden",7,0.0335
"doorrekenen",7,0.0335
"ingediend",7,0.0335
"geeft",7,0.0335
"daarop",7,0.0335
"zaken",7,0.0335
"groot",7,0.0335
"hoop",7,0.0335
"gehad",7,0.0335
"maak",7,0.0335
"vluchtelingen",7,0.0335
"centraal",7,0.0335
"richten",7,0.0335
"geval",7,0.0335
"sprake",7,0.0335
"onderdeel",7,0.0335
"mooi",7,0.0335
"nederlandse",7,0.0335
"midden",7,0.0335
"beleid",7,0.0335
"christenunie",7,0.0335
"niks",7,0.0335
"segregatie",7,0.0335
"kon",7,0.0335
"werk",7,0.0335
"serieus",7,0.0335
"zieken",7,0.0335
"verder",7,0.0335
"daarmee",7,0.0335
"hetzelfde",7,0.0335
"vooral",7,0.0335
"ongeveer",7,0.0335
15,6,0.0287
"industrie",6,0.0287
"best",6,0.0287
"lopen",6,0.0287
"crisis",6,0.0287
"kant",6,0.0287
"bereid",6,0.0287
"nationaliseren",6,0.0287
"kijk",6,0.0287
"tafel",6,0.0287
"terug",6,0.0287
"miljarden",6,0.0287
"kort",6,0.0287
"geweest",6,0.0287
"bedrijven",6,0.0287
"basisverzekering",6,0.0287
"zorgverleners",6,0.0287
"gemiddelde",6,0.0287
"wereld",6,0.0287
"zitten",6,0.0287
"lage",6,0.0287
"school",6,0.0287
"belasting",6,0.0287
"iemand",6,0.0287
"waren",6,0.0287
"gezien",6,0.0287
"haersma",6,0.0287
"steun",6,0.0287
"gezegd",6,0.0287
"regering",6,0.0287
"verkiezingen",6,0.0287
"daarna",6,0.0287
"spreken",6,0.0287
"vervolgens",6,0.0287
"planbureau",6,0.0287
"budget",6,0.0287
"geldt",6,0.0287
"ieder",6,0.0287
"rekening",6,0.0287
"vast",6,0.0287
"premies",6,0.0287
"daarbij",6,0.0287
"borst",6,0.0287
"inkomen",6,0.0287
"beginnen",6,0.0287
"gevolgen",6,0.0287
"georganiseerd",6,0.0287
"verzekeraars",6,0.0287
"economie",6,0.0287
"hoeft",6,0.0287
"maart",6,0.0287
"had",6,0.0287
"hen",6,0.0287
"acht",6,0.0287
"verlagen",6,0.0287
"los",6,0.0287
"hoort",6,0.0287
"thuis",6,0.0287
"sgp",6,0.0287
"toe",6,0.0287
"jongeren",6,0.0287
"uur",6,0.0287
"langdurig",6,0.0287
"feit",6,0.0287
"verhaal",6,0.0287
"snel",6,0.0287
"baan",5,0.0239
"bang",5,0.0239
"gevolg",5,0.0239
"leijten",5,0.0239
"me",5,0.0239
"oplossen",5,0.0239
"voorbeeld",5,0.0239
"kent",5,0.0239
"kleine",5,0.0239
"kiezen",5,0.0239
"hoeven",5,0.0239
"vandaan",5,0.0239
"kwam",5,0.0239
"jammer",5,0.0239
"vertrouwen",5,0.0239
"begin",5,0.0239
"buiten",5,0.0239
"politiek",5,0.0239
"vanaf",5,0.0239
"periode",5,0.0239
"genoemd",5,0.0239
"mening",5,0.0239
"gelijk",5,0.0239
"vallen",5,0.0239
"inkomens",5,0.0239
"haar",5,0.0239
"hart",5,0.0239
"gratis",5,0.0239
"heet",5,0.0239
"basis",5,0.0239
"willekeurige",5,0.0239
"samenwerken",5,0.0239
"dank",5,0.0239
"enorm",5,0.0239
"groep",5,0.0239
"vorig",5,0.0239
"premie",5,0.0239
"arbeid",5,0.0239
"ziet",5,0.0239
"gegaan",5,0.0239
"bestaat",5,0.0239
"noemen",5,0.0239
"haalt",5,0.0239
"werkgelegenheid",5,0.0239
"drie",5,0.0239
"kijkt",5,0.0239
"staatssecretaris",5,0.0239
"stellen",5,0.0239
"tweede",5,0.0239
"antwoorden",5,0.0239
"geleden",5,0.0239
"keuzes",5,0.0239
"bijzonder",5,0.0239
"rekenen",5,0.0239
"verdienen",5,0.0239
"neer",5,0.0239
"gegeven",5,0.0239
"gek",5,0.0239
"praat",5,0.0239
"bijdrage",5,0.0239
"besteden",5,0.0239
"leven",5,0.0239
"gestegen",5,0.0239
"website",5,0.0239
"per",5,0.0239
"noodzakelijk",5,0.0239
"farmaceutische",5,0.0239
"waarmee",5,0.0239
"zet",5,0.0239
"betere",5,0.0239
"krijgt",5,0.0239
"wijken",5,0.0239
"kwaliteit",5,0.0239
"bommen",5,0.0239
"oeso",5,0.0239
4,4,0.0191
"korte",4,0.0191
60,4,0.0191
"stil",4,0.0191
"groepen",4,0.0191
"tegenwoordig",4,0.0191
"nl",4,0.0191
"noemt",4,0.0191
"ontwikkelen",4,0.0191
"verbeteren",4,0.0191
"trots",4,0.0191
"gevraagd",4,0.0191
"ministerie",4,0.0191
"verkeerde",4,0.0191
"patiënt",4,0.0191
"taak",4,0.0191
"kiezers",4,0.0191
"nooit",4,0.0191
"doorrekening",4,0.0191
"breekpunt",4,0.0191
"moeilijk",4,0.0191
"vrouw",4,0.0191
"kiezer",4,0.0191
"blijven",4,0.0191
"omstandigheden",4,0.0191
"onderwerp",4,0.0191
"amendement",4,0.0191
"opnieuw",4,0.0191
"waarvan",4,0.0191
"patiënten",4,0.0191
"langer",4,0.0191
"aandacht",4,0.0191
"gezamenlijk",4,0.0191
"datjes",4,0.0191
"ouders",4,0.0191
"verspilling",4,0.0191
"eerlijk",4,0.0191
"huren",4,0.0191
"overbodig",4,0.0191
"weghalen",4,0.0191
"verminderen",4,0.0191
"medicijnen",4,0.0191
"welke",4,0.0191
"voorstelt",4,0.0191
"juist",4,0.0191
"straks",4,0.0191
"weinig",4,0.0191
"gekregen",4,0.0191
"strijd",4,0.0191
"debat",4,0.0191
"stuitend",4,0.0191
"publieke",4,0.0191
"klopt",4,0.0191
"beste",4,0.0191
"iedere",4,0.0191
"woorden",4,0.0191
"link",4,0.0191
"leggen",4,0.0191
"constateren",4,0.0191
"bezig",4,0.0191
"vorige",4,0.0191
"conclusie",4,0.0191
"schilderswijk",4,0.0191
30.00%,4,0.0191
"vluchten",4,0.0191
"verantwoordelijkheid",4,0.0191
"dagen",4,0.0191
"namens",4,0.0191
"opmerking",4,0.0191
"ernaar",4,0.0191
"grens",4,0.0191
"ervan",4,0.0191
"organiseren",4,0.0191
"formulieren",4,0.0191
"verstandig",4,0.0191
"belangrijke",4,0.0191
"onderbouwing",4,0.0191
"gehoord",4,0.0191
"belastingen",4,0.0191
"kleiner",4,0.0191
"ontwikkelingssamenwerking",4,0.0191
"bezwaar",4,0.0191
"minuten",4,0.0191
"invoering",4,0.0191
"gezet",4,0.0191
"gehouden",4,0.0191
"thieme",4,0.0191
"commerciële",4,0.0191
"schaarste",4,0.0191
"zult",4,0.0191
"hogere",4,0.0191
"vijf",4,0.0191
"principieel",4,0.0191
"nederlander",4,0.0191
"volgende",4,0.0191
"lijkt",4,0.0191
"syrië",4,0.0191
"leden",4,0.0191
"sociaal",4,0.0191
"gesproken",4,0.0191
"nadenken",4,0.0191
"zorggeld",4,0.0191
"belang",4,0.0191
"echo",4,0.0191
"leidt",4,0.0191
"overigens",4,0.0191
"rond",4,0.0191
"blijkt",4,0.0191
"winstuitkeringen",4,0.0191
"blijft",4,0.0191
"keuze",4,0.0191
"neem",4,0.0191
"gaf",4,0.0191
"plagen",4,0.0191
"anderen",4,0.0191
"lager",4,0.0191
"erover",4,0.0191
"kun",4,0.0191
"minimumloon",4,0.0191
"efficiënter",4,0.0191
"men",4,0.0191
"nieuwe",4,0.0191
"nieuws",4,0.0191
"allen",4,0.0191
"probeert",4,0.0191
"rapporten",4,0.0191
"nemen",4,0.0191
"betaalt",4,0.0191
"euro",4,0.0191
"oud",4,0.0191
"prima",4,0.0191
"rechter",4,0.0191
"ter",4,0.0191
"nationaalzorgfonds",4,0.0191
"overtuigd",4,0.0191
"z'n",4,0.0191
"zes",4,0.0191
"opkopen",4,0.0191
"echte",4,0.0191
"daardoor",4,0.0191
"buitenland",4,0.0191
"inzetten",4,0.0191
"zogenaamd",4,0.0191
"asielzoekers",4,0.0191
"uitgesproken",3,0.0143
5,3,0.0143
6,3,0.0143
"inkomensafhankelijke",3,0.0143
13,3,0.0143
23,3,0.0143
"stap",3,0.0143
"keuzevrijheid",3,0.0143
"flink",3,0.0143
"onderdelen",3,0.0143
"geschiedenis",3,0.0143
"destijds",3,0.0143
"enkele",3,0.0143
"verpleegkundige",3,0.0143
"duidelijkheid",3,0.0143
"zichzelf",3,0.0143
"mooie",3,0.0143
"open",3,0.0143
"duurt",3,0.0143
"direct",3,0.0143
"betaalbare",3,0.0143
"egypte",3,0.0143
"financiële",3,0.0143
"initiatiefwet",3,0.0143
"sommige",3,0.0143
"moesten",3,0.0143
"schappen",3,0.0143
"wijze",3,0.0143
"schrappen",3,0.0143
"wilde",3,0.0143
"concrete",3,0.0143
"oorlog",3,0.0143
"hartstikke",3,0.0143
"vrijheid",3,0.0143
"breed",3,0.0143
"helaas",3,0.0143
"voeren",3,0.0143
"veranderen",3,0.0143
"klaar",3,0.0143
"discussiëren",3,0.0143
"ging",3,0.0143
"eerlijker",3,0.0143
"duidelijk",3,0.0143
"polissen",3,0.0143
"kaboutertjes",3,0.0143
"begon",3,0.0143
"drama",3,0.0143
"bureaucratisch",3,0.0143
"politici",3,0.0143
"vaker",3,0.0143
"duurzame",3,0.0143
"laag",3,0.0143
"organisatie",3,0.0143
"kansen",3,0.0143
"meeste",3,0.0143
"regelen",3,0.0143
"verschrikkelijk",3,0.0143
"vrienden",3,0.0143
"sector",3,0.0143
"lees",3,0.0143
"eigenrisico",3,0.0143
"normaal",3,0.0143
"middeninkomens",3,0.0143
"poging",3,0.0143
"verliezen",3,0.0143
"invoeren",3,0.0143
"zorgpremie",3,0.0143
"terechtkomt",3,0.0143
"pvdd",3,0.0143
"spelletjes",3,0.0143
"gelukkig",3,0.0143
"waarop",3,0.0143
"ermee",3,0.0143
"delen",3,0.0143
"half",3,0.0143
"gekomen",3,0.0143
"€100",3,0.0143
"water",3,0.0143
"spreekt",3,0.0143
"banen",3,0.0143
"denkt",3,0.0143
"klassen",3,0.0143
"private",3,0.0143
500,3,0.0143
"veiligheid",3,0.0143
"gemeenten",3,0.0143
"bespreken",3,0.0143
"stelt",3,0.0143
"algemeen",3,0.0143
"justitie",3,0.0143
"algemene",3,0.0143
"leerlingen",3,0.0143
"zorgverzekeraar",3,0.0143
"werkvloer",3,0.0143
"eerst",3,0.0143
"geregeld",3,0.0143
"praatjes",3,0.0143
"gericht",3,0.0143
"boete",3,0.0143
"stond",3,0.0143
100.00%,3,0.0143
"preventie",3,0.0143
"wanneer",3,0.0143
"gezondere",3,0.0143
"besteed",3,0.0143
"spreekkamer",3,0.0143
"huis",3,0.0143
"ding",3,0.0143
"wonen",3,0.0143
"veilige",3,0.0143
"vanwege",3,0.0143
"europees",3,0.0143
"kiest",3,0.0143
"mede",3,0.0143
"mens",3,0.0143
"gemengde",3,0.0143
"noemde",3,0.0143
"veroorzaakt",3,0.0143
"zorgvuldig",3,0.0143
"omhoog",3,0.0143
"afspiegeling",3,0.0143
"gebied",3,0.0143
"genoemde",3,0.0143
"politicus",3,0.0143
"schaffen",3,0.0143
"verwijten",3,0.0143
"vier",3,0.0143
"durf",3,0.0143
"duur",3,0.0143
"armoede",3,0.0143
"collega's",3,0.0143
"idee",3,0.0143
"jongere",3,0.0143
"verzekerd",3,0.0143
"turkije",3,0.0143
"hopelijk",3,0.0143
"verzekeren",3,0.0143
"daadwerkelijk",3,0.0143
"toegankelijk",3,0.0143
"proberen",3,0.0143
"buurtzorg",3,0.0143
"stelsels",3,0.0143
"kader",3,0.0143
"onnodig",3,0.0143
"rijn",3,0.0143
"rutte",3,0.0143
"verdient",3,0.0143
2010,3,0.0143
2017,3,0.0143
"draagvlak",3,0.0143
"particulier",3,0.0143
"breder",3,0.0143
"bed",3,0.0143
"volgen",3,0.0143
"inzet",3,0.0143
"moties",3,0.0143
"normen",3,0.0143
"eind",3,0.0143
"financiering",3,0.0143
"voorrang",3,0.0143
"bureaus",3,0.0143
"laatste",3,0.0143
"harder",3,0.0143
"leren",3,0.0143
"praktijk",3,0.0143
"hoger",3,0.0143
"achter",3,0.0143
"realiseren",3,0.0143
"lever",3,0.0143
"ken",3,0.0143
"waarden",3,0.0143
"week",3,0.0143
"eerder",3,0.0143
"record",3,0.0143
"man",3,0.0143
"bezuinigen",3,0.0143
"zomaar",3,0.0143
"detail",3,0.0143
"lange",3,0.0143
"langs",3,0.0143
"aangepakt",3,0.0143
"gebaseerd",3,0.0143
"pas",3,0.0143
"herinnering",3,0.0143
"specialist",3,0.0143
"sluiten",3,0.0143
"werknemers",3,0.0143
"houdt",3,0.0143
"verkocht",3,0.0143
"kregen",3,0.0143
"via",3,0.0143
"donner",3,0.0143
"begroting",3,0.0143
"initiatiefwetsvoorstel",3,0.0143
"ontwikkelingshulp",3,0.0143
"vergadering",3,0.0143
"oplevert",3,0.0143
"bezuinigingen",3,0.0143
"voortdurend",3,0.0143
"gebeuren",3,0.0143
"minimuminkomen",3,0.0143
"consultancybureaus",3,0.0143
"daarnaast",3,0.0143
"huurders",3,0.0143
"uitgewerkt",3,0.0143
"voorop",3,0.0143
"kopen",3,0.0143
7,2,0.0096
"wijkverpleegkundige",2,0.0096
"doorgerekende",2,0.0096
"terugbrengen",2,0.0096
"vergaand",2,0.0096
5,2,0.0096
12,2,0.0096
18,2,0.0096
25,2,0.0096
30,2,0.0096
"moest",2,0.0096
50,2,0.0096
"gebeurd",2,0.0096
80,2,0.0096
"trekt",2,0.0096
"invullen",2,0.0096
"uitkopen",2,0.0096
"bureaucratische",2,0.0096
"enorme",2,0.0096
"foto",2,0.0096
"us",2,0.0096
"studiefinanciering",2,0.0096
"zogenaamde",2,0.0096
"durft",2,0.0096
"duren",2,0.0096
"diverse",2,0.0096
"bene",2,0.0096
"huisvesting",2,0.0096
"gebruik",2,0.0096
"afstappen",2,0.0096
"beatrixschool",2,0.0096
"zweren",2,0.0096
"situatie",2,0.0096
"pensioen",2,0.0096
"aanwezig",2,0.0096
"verschil",2,0.0096
"bier",2,0.0096
"ooit",2,0.0096
"terlouw",2,0.0096
"gewerkt",2,0.0096
"betaalbaar",2,0.0096
"lossen",2,0.0096
"groeit",2,0.0096
"eronder",2,0.0096
"doorheen",2,0.0096
"geleverd",2,0.0096
"adviseren",2,0.0096
"tegelijkertijd",2,0.0096
"geschillencommissies",2,0.0096
"verwachten",2,0.0096
"pensioenfondsen",2,0.0096
"wiens",2,0.0096
"docenten",2,0.0096
"herstel",2,0.0096
"bijverzekeren",2,0.0096
"psychiater",2,0.0096
"oude",2,0.0096
"aanleiding",2,0.0096
"kind",2,0.0096
"corrupte",2,0.0096
"wijst",2,0.0096
"dezelfde",2,0.0096
"klas",2,0.0096
"verhalen",2,0.0096
"voorzien",2,0.0096
"aangeeft",2,0.0096
"kikkers",2,0.0096
"handschoen",2,0.0096
"immers",2,0.0096
"visie",2,0.0096
"concreet",2,0.0096
"bijna",2,0.0096
"inhoud",2,0.0096
"marijnissen",2,0.0096
"vroeg",2,0.0096
"helder",2,0.0096
"stukken",2,0.0096
"ongetwijfeld",2,0.0096
"puntmutsjes",2,0.0096
"verleden",2,0.0096
"schoolbesturen",2,0.0096
"voelen",2,0.0096
"alsnog",2,0.0096
"kabouters",2,0.0096
"klassenstrijd",2,0.0096
"slechts",2,0.0096
"buitenspel",2,0.0096
"groter",2,0.0096
"precieze",2,0.0096
"klinkt",2,0.0096
"georganiseerde",2,0.0096
"terugdringen",2,0.0096
"toegenomen",2,0.0096
"eerlijke",2,0.0096
"dicht",2,0.0096
"pech",2,0.0096
"weken",2,0.0096
"roept",2,0.0096
"pijn",2,0.0096
"hoogste",2,0.0096
"geloof",2,0.0096
"herhalen",2,0.0096
"meerderheid",2,0.0096
"wacht",2,0.0096
"ingaat",2,0.0096
"streep",2,0.0096
"trackrecord",2,0.0096
"straat",2,0.0096
"koppelt",2,0.0096
"kortere",2,0.0096
"eerstgeborenen",2,0.0096
"analyse",2,0.0096
"opvang",2,0.0096
"erbij",2,0.0096
"benieuwd",2,0.0096
"toenemen",2,0.0096
"last",2,0.0096
"stemden",2,0.0096
"begeleiding",2,0.0096
"opdat",2,0.0096
"lucht",2,0.0096
"vooraan",2,0.0096
"voorbeelden",2,0.0096
"burger",2,0.0096
"leuk",2,0.0096
"erger",2,0.0096
"christelijk",2,0.0096
"schatting",2,0.0096
"€20",2,0.0096
"beurs",2,0.0096
"ondertussen",2,0.0096
"eenvoudig",2,0.0096
"samenwerking",2,0.0096
"eindelijk",2,0.0096
"portemonnee",2,0.0096
"leraren",2,0.0096
"dadelijk",2,0.0096
"onzekerheid",2,0.0096
"dacht",2,0.0096
"loop",2,0.0096
"kennen",2,0.0096
"nummer",2,0.0096
"wegbezuinigd",2,0.0096
"dubbeltje",2,0.0096
"discriminatie",2,0.0096
50.00%,2,0.0096
"opmerkingen",2,0.0096
"verzekeringsmaatschappijen",2,0.0096
"alternatief",2,0.0096
"gooien",2,0.0096
"nationale",2,0.0096
"accepteer",2,0.0096
70.00%,2,0.0096
"kritiek",2,0.0096
"winsten",2,0.0096
"derde",2,0.0096
"liggen",2,0.0096
"opgepakt",2,0.0096
"steek",2,0.0096
"engelse",2,0.0096
"€385",2,0.0096
"systemen",2,0.0096
"reclamespotjes",2,0.0096
"lukt",2,0.0096
"december",2,0.0096
"uitstekend",2,0.0096
"banken",2,0.0096
"duizenden",2,0.0096
"managementlagen",2,0.0096
"speerpunt",2,0.0096
"overtuiging",2,0.0096
"voordat",2,0.0096
"spelen",2,0.0096
"volgorde",2,0.0096
"aangenomen",2,0.0096
"zaak",2,0.0096
"simpelweg",2,0.0096
"groei",2,0.0096
"verwarring",2,0.0096
"retoriek",2,0.0096
"althans",2,0.0096
"bezoek",2,0.0096
"onjuist",2,0.0096
"afschaft",2,0.0096
"zeer",2,0.0096
"verdachtenbank",2,0.0096
"oplossingen",2,0.0096
"fysiotherapeut",2,0.0096
"aanmerking",2,0.0096
"groningen",2,0.0096
"eerlijkere",2,0.0096
"liever",2,0.0096
"fundamentele",2,0.0096
"geholpen",2,0.0096
"ziel",2,0.0096
"zaten",2,0.0096
"valkuilen",2,0.0096
"cirkelzaag",2,0.0096
"fundamenteel",2,0.0096
"steekvliegen",2,0.0096
"evenwicht",2,0.0096
"zorgde",2,0.0096
"verzekeringen",2,0.0096
"omhooggaan",2,0.0096
"statushouders",2,0.0096
"helft",2,0.0096
"bedacht",2,0.0096
"rijkste",2,0.0096
"oppositiepartij",2,0.0096
"zoek",2,0.0096
"zoeken",2,0.0096
"dood",2,0.0096
"principiële",2,0.0096
"vele",2,0.0096
"kwestie",2,0.0096
"begint",2,0.0096
"garandeert",2,0.0096
"neerleggen",2,0.0096
"gebruiken",2,0.0096
"asociaal",2,0.0096
"uitgaan",2,0.0096
"twintig",2,0.0096
"krijg",2,0.0096
"veranderingen",2,0.0096
"ergernis",2,0.0096
"racisme",2,0.0096
"totaal",2,0.0096
"specialisten",2,0.0096
"blijkbaar",2,0.0096
"getrokken",2,0.0096
"probeer",2,0.0096
"wetgeving",2,0.0096
"engeland",2,0.0096
"agent",2,0.0096
"haken",2,0.0096
"lijst",2,0.0096
"vanuit",2,0.0096
